Date,Open,High,Low,Close,Adj Close,Volume
2009-01-26,57.230000,58.669998,56.450001,58.400002,41.502010,14106700
2009-01-27,58.799999,59.220001,58.299999,58.520000,41.587296,9992800
2009-01-28,59.700001,59.700001,58.310001,59.200001,42.070530,11110700
2009-01-29,58.779999,59.060001,58.020000,58.139999,41.317234,9559400
2009-01-30,58.500000,58.730000,57.369999,58.020000,41.231960,9660800
2009-02-02,57.619999,58.439999,57.450001,57.900002,41.146683,7652100
2009-02-03,58.290001,59.150002,57.189999,58.880001,41.843124,8104300
2009-02-04,59.169998,59.770000,57.500000,57.860001,41.118256,9266600
2009-02-05,57.500000,58.580002,57.070000,58.360001,41.473579,11066500
2009-02-06,58.119999,59.330002,58.119999,58.459999,41.544651,10788700
2009-02-09,59.029999,59.430000,58.049999,59.020000,41.942604,12359600
2009-02-10,59.000000,59.020000,56.880001,57.279999,40.706074,13322500
2009-02-11,57.490002,57.849998,56.630001,57.080002,40.563965,9579700
2009-02-12,56.790001,57.049999,55.630001,56.959999,40.478664,12798000
2009-02-13,57.060001,57.590000,56.689999,56.810001,40.372066,6976700
2009-02-17,55.900002,56.410000,55.259998,55.680000,39.569035,9744100
2009-02-18,56.000000,56.560001,55.549999,56.410000,40.087814,9489500
2009-02-19,55.919998,57.110001,55.310001,55.310001,39.306099,9524500
2009-02-20,54.880001,55.230000,54.049999,54.570000,38.780209,13541100
2009-02-23,54.750000,55.389999,53.689999,53.869999,38.282749,10856700
2009-02-24,54.220001,54.939999,53.919998,54.759998,38.915230,10903500
2009-02-25,54.400002,55.150002,53.919998,54.290001,38.581242,11531100
2009-02-26,54.520000,54.689999,52.060001,52.200001,37.440796,10170800
2009-02-27,51.570000,52.919998,51.500000,52.250000,37.476654,13381500
2009-03-02,51.799999,52.630001,51.279999,51.849998,37.189751,13245200
2009-03-03,52.139999,53.570000,52.139999,52.430000,37.605755,14878300
2009-03-04,53.099998,53.700001,52.290001,53.150002,38.122196,11618400
2009-03-05,52.360001,52.500000,50.439999,50.860001,36.479664,15550300
2009-03-06,51.240002,52.189999,50.900002,52.119999,37.383408,18185800
2009-03-09,51.689999,53.459999,51.310001,52.320000,37.526867,17924500
2009-03-10,52.830002,53.500000,52.070000,52.599998,37.727703,17334300
2009-03-11,52.509998,52.939999,50.689999,51.029999,36.601601,16622700
2009-03-12,51.389999,52.430000,50.509998,52.169998,37.419258,15302200
2009-03-13,52.669998,52.970001,51.869999,52.380001,37.569893,11354900
2009-03-16,52.650002,52.930000,51.549999,51.689999,37.074989,9883400
2009-03-17,51.700001,53.700001,51.360001,53.639999,38.473644,13657500
2009-03-18,53.439999,55.549999,53.419998,55.419998,39.750359,12896800
2009-03-19,55.580002,55.840000,54.299999,54.709999,39.241096,10356000
2009-03-20,54.480000,55.230000,52.939999,53.200001,38.158054,13789400
2009-03-23,53.970001,55.169998,53.099998,55.160000,39.563873,10846700
2009-03-24,55.000000,55.000000,53.380001,53.560001,38.416260,9836100
2009-03-25,54.060001,55.040001,53.250000,55.009998,39.456287,10880900
