Date,Open,High,Low,Close,Adj Close,Volume
2009-01-26,71.430000,72.389999,70.129997,71.290001,47.295792,14023100
2009-01-27,71.279999,72.629997,70.820000,72.089996,47.826530,13632700
2009-01-28,72.989998,74.019997,71.959999,73.790001,48.954357,14649100
2009-01-29,72.510002,72.690002,70.610001,70.620003,46.851292,15780500
2009-01-30,72.300003,72.699997,70.180000,70.519997,46.784950,17880000
2009-02-02,69.519997,70.849998,69.120003,70.290001,46.632347,12445000
2009-02-03,70.570000,71.790001,69.940002,71.639999,47.527988,12509600
2009-02-04,72.290001,72.930000,71.010002,71.599998,47.501438,12058000
2009-02-05,71.480003,73.419998,70.970001,73.250000,48.596104,14933800
2009-02-06,72.580002,75.000000,72.290001,74.900002,49.690762,13345400
2009-02-09,74.410004,75.559998,73.589996,74.419998,49.372311,14894400
2009-02-10,74.360001,75.239998,70.559998,71.120003,47.183014,20150600
2009-02-11,71.470001,72.099998,70.279999,71.260002,47.275887,15533700
2009-02-12,69.949997,70.059998,67.940002,69.860001,46.773735,17237200
2009-02-13,69.709999,70.739998,63.000000,69.730003,46.686691,10852400
2009-02-17,67.230003,67.930000,66.110001,66.180000,44.309837,18834600
2009-02-18,66.489998,67.199997,65.599998,66.120003,44.269680,12564000
2009-02-19,65.989998,67.709999,65.989998,66.680000,44.644615,10164600
2009-02-20,65.480003,66.209999,63.730000,65.070000,43.566669,19885500
2009-02-23,65.989998,66.860001,62.570000,62.939999,42.140545,18809700
2009-02-24,63.270000,65.830002,62.580002,65.279999,43.707256,19231300
2009-02-25,65.300003,65.620003,63.259998,63.500000,42.515495,26680400
2009-02-26,64.360001,65.290001,62.930000,63.169998,42.294533,15711000
2009-02-27,61.910000,62.759998,60.570000,60.709999,40.647476,20502100
2009-03-02,59.369999,60.189999,57.599998,57.619999,38.578621,19315900
2009-03-03,58.480000,59.169998,57.369999,57.730000,38.652275,19266800
2009-03-04,59.060001,60.439999,58.849998,59.279999,39.690056,19092400
2009-03-05,58.060001,58.259998,56.119999,56.459999,37.801952,22266000
2009-03-06,57.529999,59.360001,56.470001,58.270000,39.013805,22099300
2009-03-09,57.630001,59.590000,57.509998,58.279999,39.020508,17666400
2009-03-10,59.889999,61.779999,59.279999,61.779999,41.363884,21943900
2009-03-11,61.099998,62.799999,60.340000,61.220001,40.988949,15360800
2009-03-12,61.709999,63.509998,61.139999,63.400002,42.448547,15602800
2009-03-13,63.880001,63.980000,62.099998,62.910000,42.120445,14355400
2009-03-16,61.660000,64.199997,61.660000,62.939999,42.140545,13272000
2009-03-17,63.110001,65.339996,62.430000,65.309998,43.727348,14726900
2009-03-18,64.699997,66.980003,63.959999,66.589996,44.584358,17843100
2009-03-19,68.250000,69.199997,66.830002,67.129997,44.945889,17221600
2009-03-20,67.540001,67.980003,64.269997,64.709999,43.325623,23811700
2009-03-23,65.910004,69.180000,65.750000,69.150002,46.298370,20321200
2009-03-24,68.239998,69.989998,68.209999,68.970001,46.177845,15391900
2009-03-25,69.349998,70.180000,67.839996,69.699997,46.666611,16723400
2009-03-26,70.589996,70.919998,69.160004,70.169998,46.981285,15904600
2009-03-27,69.080002,69.589996,68.500000,68.900002,46.130985,12842400
2009-03-30,67.540001,67.889999,65.959999,66.800003,44.724953,14304800
2009-03-31,67.440002,68.529999,66.779999,67.239998,45.019554,18691400
2009-04-01,66.000000,68.699997,65.830002,68.300003,45.729267,14299000
2009-04-02,70.000000,71.290001,69.510002,70.309998,47.075024,18069100
2009-04-03,69.900002,70.919998,69.419998,70.480003,47.188858,11574700
