Date,Open,High,Low,Close,Adj Close,Volume
2009-01-26,76.059998,78.750000,72.769997,74.199997,63.799686,18729300
2009-01-27,75.510002,78.650002,74.769997,78.260002,67.290596,20655300
2009-01-28,84.279999,89.099998,83.370003,87.699997,75.407440,34234400
2009-01-29,85.129997,86.589996,82.120003,82.720001,71.125481,21624300
2009-01-30,83.589996,84.779999,79.349998,80.730003,69.414383,20344900
2009-02-02,78.779999,84.000000,78.570000,83.570000,71.856331,18485500
2009-02-03,84.300003,84.500000,79.800003,82.809998,71.202850,19442500
2009-02-04,83.699997,89.919998,83.449997,87.970001,75.639580,29780400
2009-02-05,86.769997,94.699997,86.260002,92.849998,79.835587,33847500
2009-02-06,94.269997,96.580002,91.559998,96.570000,83.034157,26559800
2009-02-09,97.019997,98.660004,94.629997,97.889999,84.169167,18736400
2009-02-10,96.790001,97.889999,89.699997,90.400002,77.728996,29857200
2009-02-11,91.750000,94.940002,90.419998,94.709999,81.434875,19554400
2009-02-12,92.650002,96.199997,91.470001,95.580002,82.182938,22915400
2009-02-13,95.000000,97.980003,94.500000,96.449997,82.930984,22975200
2009-02-17,92.260002,92.480003,84.790001,85.709999,73.696358,31078100
2009-02-18,87.690002,87.690002,81.070000,84.500000,72.655975,32610600
2009-02-19,86.410004,88.870003,85.529999,86.010002,73.954292,24476100
2009-02-20,81.949997,87.150002,79.269997,84.589996,73.130150,36146100
2009-02-23,86.510002,87.769997,79.790001,80.070000,69.222504,22298600
2009-02-24,81.529999,93.089996,81.510002,92.980003,80.383507,33115800
2009-02-25,91.550003,93.500000,87.300003,89.919998,77.738052,36249600
2009-02-26,92.300003,94.000000,90.019997,92.150002,79.665932,27516400
2009-02-27,88.629997,93.379997,87.500000,91.080002,78.740913,26041700
2009-03-02,87.860001,90.209999,85.559998,86.269997,74.582558,24074100
2009-03-03,88.330002,88.839996,80.290001,82.370003,71.210899,30943600
2009-03-04,84.900002,88.000000,81.500000,85.470001,73.890961,28050800
2009-03-05,82.879997,85.699997,79.349998,81.720001,70.648987,24826200
2009-03-06,82.330002,84.480003,73.250000,75.650002,65.401291,33484400
2009-03-09,73.769997,77.400002,72.779999,73.949997,63.931595,23648800
2009-03-10,77.680000,85.449997,77.099998,85.279999,73.726662,35004400
2009-03-11,86.889999,93.500000,85.580002,92.389999,79.873451,37989000
2009-03-12,92.029999,97.500000,90.180000,97.250000,84.075035,30814100
2009-03-13,97.790001,99.839996,95.639999,98.800003,85.415070,30959400
