time,high,low,bid,bidVolume,ask,askVolume,vwap,open,close,last
85099,12.6426,11.3184,12.3857,5.07,12.397,60.05,11.96665456,11.4085,12.3912,12.3912
85100,12.6426,11.3184,12.3857,5.07,12.3999,2.3,11.96665456,11.4085,12.3912,12.3912
85102,12.6426,11.3184,12.389,23.63,12.3999,2.3,11.96665456,11.4085,12.3912,12.3912
85103,12.6426,11.3184,12.3858,954.82,12.4036,5.44,11.96665491,11.4085,12.3962,12.3962
85104,12.6426,11.3184,12.3882,5.26,12.4038,62.28,11.96665491,11.4085,12.3962,12.3962
85105,12.6426,11.3184,12.3882,5.26,12.4037,4.08,11.96665491,11.4085,12.3962,12.3962
85106,12.6426,11.3184,12.3887,34.99,12.4005,4.08,11.96666318,11.4085,12.3887,12.3887
85107,12.6426,11.3184,12.3887,20.04,12.4015,4.08,11.96666449,11.4085,12.3887,12.3887
85109,12.6426,11.3184,12.3972,5.1,12.4097,4.08,11.96666514,11.4097,12.3972,12.3972
85110,12.6426,11.3184,12.3953,19.62,12.4096,62.97,11.96666569,11.4097,12.3953,12.3953
85111,12.6426,11.3184,12.3953,19.62,12.4038,62.39,11.96666569,11.4097,12.3953,12.3953
85112,12.6426,11.3184,12.3892,19.8,12.4085,62.26,11.96666569,11.4097,12.3953,12.3953
85113,12.6426,11.3184,12.3892,19.8,12.4079,60.05,11.96666569,11.4097,12.3953,12.3953
85114,12.6426,11.3184,12.3854,17.48,12.4045,64.22,11.966674,11.4098,12.3854,12.3854
85116,12.6426,11.3184,12.3858,17.88,12.4045,64.22,11.966674,11.4098,12.3854,12.3854
85117,12.6426,11.3184,12.3864,17.88,12.4033,62.02,11.96668005,11.41,12.3854,12.3854
85118,12.6426,11.3184,12.3864,17.88,12.4026,63.24,11.96668005,11.41,12.3854,12.3854
85119,12.6426,11.3184,12.392,42.12,12.4026,63.24,11.96668005,11.41,12.3854,12.3854
85120,12.6426,11.3184,12.3941,17.91,12.409,58.83,11.96668125,11.41,12.3996,12.3996
85122,12.6426,11.3184,12.3981,17.94,12.409,58.83,11.96668125,11.41,12.3996,12.3996
85123,12.6426,11.3184,12.3858,26.63,12.3963,64.21,11.96668125,11.41,12.3996,12.3996
85124,12.6426,11.3184,12.3855,0.88,12.3963,64.21,11.96668125,11.41,12.3996,12.3996
85125,12.6426,11.3184,12.3886,11.54,12.3963,59.48,11.96668125,11.41,12.3996,12.3996
85126,12.6426,11.3184,12.3855,0.88,12.3963,59.48,11.96668125,11.41,12.3996,12.3996
85127,12.6426,11.3184,12.3855,0.88,12.3903,300.21,11.96668125,11.41,12.3996,12.3996
85129,12.6426,11.3184,12.3855,0.88,12.3903,300.21,11.96668125,11.41,12.3996,12.3996
85130,12.6426,11.3184,12.3855,0.88,12.3902,6.59,11.96668125,11.41,12.3996,12.3996
85131,12.6426,11.3184,12.3855,0.88,12.3902,6.59,11.96668125,11.41,12.3996,12.3996
85132,12.6426,11.3184,12.3855,0.88,12.3902,6.59,11.96668125,11.41,12.3996,12.3996
85133,12.6426,11.3184,12.3855,0.88,12.3902,6.59,11.96668125,11.41,12.3996,12.3996
85134,12.6426,11.3184,12.3855,0.88,12.3902,6.59,11.96668125,11.41,12.3996,12.3996
85136,12.6426,11.3184,12.3855,0.88,12.3902,6.59,11.96668125,11.41,12.3996,12.3996
85137,12.6426,11.3184,12.3855,0.88,12.3903,352.51,11.96668254,11.41,12.3903,12.3903
85138,12.6426,11.3184,12.3855,0.88,12.3903,340.62,11.96668359,11.41,12.3903,12.3903
85139,12.6426,11.3184,12.3828,0.92,12.3899,58.51,11.96668686,11.41,12.3842,12.3842
85140,12.6426,11.3184,12.3828,0.92,12.3897,58.51,11.96668686,11.41,12.3842,12.3842
85142,12.6426,11.3184,12.3828,0.92,12.3896,4.08,11.96668851,11.41,12.3842,12.3842
85143,12.6426,11.3184,12.3826,59.13,12.3892,4.08,11.9666928,11.41,12.3826,12.3826
85144,12.6426,11.3184,12.3826,59.13,12.3892,4.08,11.9666928,11.41,12.3826,12.3826
85145,12.6426,11.3184,12.3826,59.13,12.3892,4.08,11.9666928,11.41,12.3826,12.3826
85146,12.6426,11.3184,12.3827,470.0,12.3893,56.64,11.96669837,11.4099,12.3893,12.3893
85147,12.6426,11.3184,12.3829,4.08,12.3902,60.17,11.96669837,11.4099,12.3893,12.3893
85149,12.6426,11.3184,12.3829,4.08,12.3902,60.17,11.96669837,11.4099,12.3893,12.3893
85150,12.6426,11.3184,12.3801,25.32,12.3898,4.08,11.96672419,11.4099,12.38,12.38
85151,12.6426,11.3184,12.3854,26.1,12.3896,62.32,11.96672419,11.4099,12.38,12.38
85152,12.6426,11.3184,12.3801,25.32,12.3895,4.08,11.96672463,11.4099,12.3854,12.3854
85153,12.6426,11.3184,12.3801,25.32,12.3895,4.08,11.96672463,11.4099,12.3854,12.3854
85155,12.6426,11.3184,12.3821,22.62,12.3895,4.08,11.96673222,11.41,12.3854,12.3854
85156,12.6426,11.3184,12.3788,19.3,12.38,915.48,11.96675023,11.41,12.3799,12.3799
85158,12.6426,11.3184,12.3817,20.08,12.39,4.08,11.96683101,11.41,12.38,12.38
85159,12.6426,11.3184,12.378,308.12,12.3896,4.08,11.96684251,11.4099,12.38,12.38
85160,12.6426,11.3184,12.3779,89.64,12.3888,4.08,11.96684251,11.4099,12.38,12.38
85161,12.6426,11.3184,12.3777,77.51,12.3891,4.08,11.96720555,11.4074,12.38,12.38
85162,12.6426,11.3184,12.3777,77.51,12.3883,4.08,11.9675874,11.3971,12.38,12.38
85164,12.6426,11.3184,12.3777,77.51,12.3883,4.08,11.9675874,11.3971,12.38,12.38
85165,12.6426,11.3184,12.3777,77.51,12.388,63.87,11.96760514,11.4019,12.38,12.38
85166,12.6426,11.3184,12.3777,77.51,12.3879,4.08,11.96760514,11.4019,12.38,12.38
85167,12.6426,11.3184,12.3778,79.04,12.3879,4.08,11.96760521,11.4019,12.3777,12.3777
85168,12.6426,11.3184,12.3801,80.73,12.3892,4.08,11.96760521,11.4019,12.3777,12.3777
85170,12.6426,11.3184,12.3778,79.04,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85171,12.6426,11.3184,12.3778,79.04,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85172,12.6426,11.3184,12.3778,79.04,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85173,12.6426,11.3184,12.3778,79.04,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85174,12.6426,11.3184,12.3778,79.04,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85175,12.6426,11.3184,12.3779,31.48,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85177,12.6426,11.3184,12.3779,31.48,12.3889,4.08,11.96762915,11.4019,12.3786,12.3786
85178,12.6426,11.3184,12.3784,4.39,12.3889,64.29,11.96763576,11.4019,12.3891,12.3891
85179,12.6426,11.3184,12.3788,4.39,12.3885,40.35,11.96763708,11.4019,12.3885,12.3885
85180,12.6426,11.3184,12.3793,4.39,12.3893,42.62,11.96763708,11.4019,12.3885,12.3885
85182,12.6426,11.3184,12.3793,4.39,12.3893,42.62,11.96763708,11.4019,12.3885,12.3885
85183,12.6426,11.3184,12.3793,4.39,12.391,25.58,11.96763926,11.4019,12.39,12.39
85184,12.6426,11.3184,12.3794,64.09,12.3908,21.48,11.96763926,11.4019,12.39,12.39
85185,12.6426,11.3184,12.3805,4.43,12.3908,6.47,11.96764058,11.4019,12.3908,12.3908
85186,12.6426,11.3184,12.3814,0.98,12.3908,4.43,11.96764512,11.4019,12.3808,12.3808
85188,12.6426,11.3184,12.3824,55.79,12.3908,4.43,11.96764512,11.4019,12.3808,12.3808
85189,12.6426,11.3184,12.3824,55.79,12.3908,4.43,11.96764512,11.4019,12.3808,12.3808
85190,12.6426,11.3184,12.3824,55.79,12.3908,4.43,11.96764512,11.4019,12.3808,12.3808
85191,12.6426,11.3184,12.3824,55.79,12.3908,4.43,11.96764512,11.4019,12.3808,12.3808
85192,12.6426,11.3184,12.3829,6.98,12.3908,4.43,11.96765708,11.4018,12.3808,12.3808
85193,12.6426,11.3184,12.3829,6.98,12.3908,4.43,11.96765708,11.4018,12.3808,12.3808
85195,12.6426,11.3184,12.3829,6.98,12.3934,31.32,11.96766315,11.4018,12.394,12.394
85196,12.6426,11.3184,12.3829,6.98,12.3926,31.32,11.96766315,11.4018,12.394,12.394
85197,12.6426,11.3184,12.3829,6.98,12.3926,31.32,11.96766315,11.4018,12.394,12.394
85198,12.6426,11.3184,12.3828,55.79,12.3923,31.32,11.96766375,11.4018,12.3829,12.3829
85199,12.6426,11.3184,12.3828,55.79,12.3923,29.12,11.96766395,11.4018,12.3923,12.3923
85200,12.6426,11.3184,12.3828,55.79,12.3923,29.12,11.96766395,11.4018,12.3923,12.3923
85202,12.6426,11.3184,12.3824,46.92,12.3923,29.12,11.96766395,11.4018,12.3923,12.3923
85203,12.6426,11.3184,12.3775,2.0,12.3911,2.14,11.96769082,11.3982,12.3911,12.3911
85204,12.6426,11.3184,12.3707,19.56,12.3801,4.09,11.96771518,11.4025,12.3727,12.3727
85205,12.6426,11.3184,12.37,219.31,12.3728,24.42,11.96771644,11.4025,12.3728,12.3728
85207,12.6426,11.3184,12.37,210.46,12.3728,24.42,11.96771671,11.4025,12.37,12.37
85208,12.6426,11.3184,12.37,207.23,12.3728,9.42,11.96771825,11.4025,12.3728,12.3728
85209,12.6426,11.3184,12.3702,5.61,12.38,4.09,11.96771864,11.3996,12.3728,12.3728
85210,12.6426,11.3184,12.37,164.86,12.3746,27.02,11.96773297,11.3996,12.3746,12.3746
85212,12.6426,11.3184,12.37,200.02,12.3746,27.02,11.96773297,11.3996,12.3746,12.3746
85213,12.6426,11.3184,12.37,0.02,12.3701,37.47,11.96775134,11.3995,12.3717,12.3717
85214,12.6426,11.3184,12.3607,25.48,12.3653,75.71,11.96775192,11.3995,12.3652,12.3652
85215,12.6426,11.3184,12.3553,12.76,12.365,59.2,11.9677543,11.3995,12.3594,12.3594
85216,12.6426,11.3184,12.35,688.8,12.3603,4.09,11.96777871,11.3995,12.3505,12.3505
85218,12.6426,11.3184,12.3501,20.88,12.3575,4.09,11.96777871,11.3995,12.3505,12.3505
85219,12.6426,11.3184,12.3536,4.72,12.3721,60.75,11.96778309,11.3995,12.3646,12.3646
85220,12.6426,11.3184,12.3565,4.72,12.374,63.76,11.96778513,11.3995,12.3721,12.3721
85222,12.6426,11.3184,12.3609,4.72,12.374,62.14,11.96778527,11.3995,12.374,12.374
85223,12.6426,11.3184,12.3609,4.72,12.3686,64.88,11.96778527,11.3995,12.374,12.374
85225,12.6426,11.3184,12.3604,3.09,12.3606,29.59,11.96779548,11.4053,12.3604,12.3604
85226,12.6426,11.3184,12.3603,0.97,12.3606,29.59,11.96779548,11.4053,12.3604,12.3604
85228,12.6426,11.3184,12.3604,2.55,12.3694,1.62,11.96779796,11.4053,12.3685,12.3685
85229,12.6426,11.3184,12.3603,0.97,12.3645,25.75,11.96779796,11.4053,12.3685,12.3685
85230,12.6426,11.3184,12.3603,0.97,12.3644,9.14,11.96779796,11.4053,12.3685,12.3685
85232,12.6426,11.3184,12.3603,0.97,12.3645,25.75,11.96781273,11.4067,12.3604,12.3604
85233,12.6426,11.3184,12.3607,29.01,12.3725,1.62,11.96781288,11.4067,12.3645,12.3645
85234,12.6426,11.3184,12.3604,2.81,12.3658,1.62,11.96781288,11.4067,12.3645,12.3645
85235,12.6426,11.3184,12.346,72.68,12.3475,100.0,11.96790313,11.4071,12.346,12.346
85237,12.6426,11.3184,12.343,382.54,12.3492,390.0,11.96794789,11.4097,12.343,12.343
85238,12.6426,11.3184,12.3431,2.5,12.3493,4.43,11.96794789,11.4097,12.343,12.343
85239,12.6426,11.3184,12.3431,2.5,12.3493,4.43,11.96794789,11.4097,12.343,12.343
85240,12.6426,11.3184,12.3431,2.5,12.3493,4.43,11.96794789,11.4097,12.343,12.343
85241,12.6426,11.3184,12.3408,4.06,12.3463,67.39,11.96795267,11.4097,12.343,12.343
85243,12.6426,11.3184,12.3408,4.06,12.3463,67.39,11.96795267,11.4097,12.343,12.343
85244,12.6426,11.3184,12.3408,4.06,12.3489,62.74,11.96795385,11.4097,12.3463,12.3463
85245,12.6426,11.3184,12.335,2.04,12.3409,28.89,11.96796461,11.4097,12.3409,12.3409
85246,12.6426,11.3184,12.335,2.04,12.34,17.25,11.96796591,11.4097,12.34,12.34
85247,12.6426,11.3184,12.335,2.04,12.3443,6.32,11.96796591,11.4097,12.34,12.34
85248,12.6426,11.3184,12.335,2.04,12.3474,61.79,11.96796599,11.4097,12.3443,12.3443
85250,12.6426,11.3184,12.335,2.04,12.3457,19.83,11.96796683,11.4097,12.3443,12.3443
85251,12.6426,11.3184,12.335,2.04,12.3455,64.4,11.96796683,11.4097,12.3443,12.3443
85252,12.6426,11.3184,12.335,2.04,12.3428,5.75,11.96796683,11.4097,12.3443,12.3443
85253,12.6426,11.3184,12.3394,1.76,12.3471,60.33,11.96796707,11.4098,12.3443,12.3443
85255,12.6426,11.3184,12.3396,2.3,12.3476,5.58,11.96796707,11.4098,12.3443,12.3443
85256,12.6426,11.3184,12.3396,2.3,12.3476,5.58,11.96796707,11.4098,12.3443,12.3443
85257,12.6426,11.3184,12.3333,1.52,12.3467,20.46,11.96797541,11.4098,12.3475,12.3475
85258,12.6426,11.3184,12.3342,65.01,12.3463,20.46,11.96797541,11.4098,12.3475,12.3475
85259,12.6426,11.3184,12.3396,2.3,12.3471,20.46,11.96797541,11.4098,12.3475,12.3475
85260,12.6426,11.3184,12.3396,2.3,12.3471,20.46,11.96797541,11.4098,12.3475,12.3475
85262,12.6426,11.3184,12.3396,2.3,12.3471,20.46,11.96797541,11.4098,12.3475,12.3475
85263,12.6426,11.3184,12.3396,2.3,12.3468,4.43,11.96797541,11.4098,12.3475,12.3475
85264,12.6426,11.3184,12.3396,2.3,12.3455,4.43,11.96797541,11.4098,12.3475,12.3475
85265,12.6426,11.3184,12.3396,2.3,12.347,4.43,11.96797541,11.4098,12.3475,12.3475
85266,12.6426,11.3184,12.3396,2.3,12.347,4.43,11.96797541,11.4098,12.3475,12.3475
85267,12.6426,11.3184,12.3396,0.68,12.3443,45.39,11.96797554,11.4098,12.3396,12.3396
85269,12.6426,11.3184,12.3396,0.68,12.3436,20.46,11.96797554,11.4098,12.3396,12.3396
85270,12.6426,11.3184,12.3341,6.49,12.343,18.35,11.96797567,11.4098,12.3395,12.3395
85271,12.6426,11.3184,12.3372,32.42,12.3436,18.35,11.96797567,11.4098,12.3395,12.3395
85272,12.6426,11.3184,12.334,5.79,12.3433,4.43,11.96797567,11.4098,12.3395,12.3395
85273,12.6426,11.3184,12.334,5.79,12.3424,4.43,11.96797567,11.4098,12.3395,12.3395
85275,12.6426,11.3184,12.334,5.79,12.3424,4.43,11.96797567,11.4098,12.3395,12.3395
85276,12.6426,11.3184,12.334,5.79,12.3419,4.43,11.96797809,11.4098,12.3372,12.3372
85277,12.6426,11.3184,12.3341,5.53,12.3429,4.43,11.96797809,11.4098,12.3372,12.3372
85278,12.6426,11.3184,12.3368,4.09,12.3442,2.78,11.96798798,11.4098,12.3443,12.3443
85280,12.6426,11.3184,12.3387,63.43,12.3443,12.01,11.96798916,11.4098,12.3443,12.3443
85281,12.6426,11.3184,12.3441,34.88,12.3443,2.01,11.96799055,11.4098,12.3393,12.3393
85282,12.6426,11.3184,12.3401,63.17,12.3513,4.09,11.96799175,11.4098,12.3514,12.3514
85283,12.6426,11.3184,12.3395,5.09,12.3533,4.09,11.96799175,11.4098,12.3514,12.3514
85284,12.6426,11.3184,12.3396,2.0,12.3505,2.09,11.96799191,11.4098,12.3502,12.3502
85286,12.6426,11.3184,12.3396,2.0,12.3497,2.09,11.96799191,11.4098,12.3502,12.3502
85287,12.6426,11.3184,12.334,5.79,12.3463,2.09,11.96799298,11.4098,12.3393,12.3393
85288,12.6426,11.3184,12.3306,4.61,12.3463,2.09,11.96799394,11.4098,12.3317,12.3317
85289,12.6426,11.3184,12.3306,4.61,12.3463,2.09,11.96799394,11.4098,12.3317,12.3317
85290,12.6426,11.3184,12.3306,4.61,12.3455,2.0,11.96800519,11.4058,12.3317,12.3317
85291,12.6426,11.3184,12.3312,59.9,12.3464,4.56,11.96801513,11.4098,12.3454,12.3454
85293,12.6426,11.3184,12.3329,2.09,12.3484,2.0,11.96801513,11.4098,12.3454,12.3454
85294,12.6426,11.3184,12.334,4.09,12.3483,3.86,11.96801631,11.4098,12.3485,12.3485
85295,12.6426,11.3184,12.3342,4.09,12.3483,3.86,11.96801631,11.4098,12.3485,12.3485
